07-10 08:57:34.971     0     0 I I00000/HiLog: ========Zeroth log of type: init
07-10 15:49:58.645  1340  1340 W A01b00/SCB: [a92ab1a42692cc8, d4a40b, 396800f] SCBSCS: [SCBScenePanelViewModel] sceneAlpha from 1 to 0. reason: sceneContainerZoomIn, extra: EntryAbility/com.minliny.reader/entry/0(persistentId: 42)(containerId: 9)
07-10 15:49:58.645  1340  1340 I A0421d/WMSRotation: [a92ab1a42692cc8, d4a40b, 396800f] [startSceneWithRotationIfNeed] containerSession EntryAbility/com.minliny.reader/entry/0(persistentId: 42)(containerId: 9), needAnimation false isFromRecent false fromUser false isPageRotation false
07-10 15:49:58.645  1340  1340 I A0421d/WMSRotation: [a92ab1a42692cc8, d4a40b, 396800f] [coverSensorRotation] cover sensor rotation.
07-10 15:49:58.645  1340  1340 I A04200/WINDOW: [a92ab1a42692cc8, d4a40b, 396800f] SCBScreenSM: screenRotationLocked value:false
07-10 15:49:58.645  1340  1340 W A0421d/WMSRotation: [a92ab1a42692cc8, d4a40b, 396800f] [getTargetRotation] bundleName:com.minliny.reader requestOrientation:0 isScreenLocked:false isPlacedRotateFriendlyDevicePlaced:false fixedRotation: -1 rotationCommand: {"isIgnorePlacedState":false}
07-10 15:49:58.645  1340  1340 W A0421d/WMSRotation: [a92ab1a42692cc8, d4a40b, 396800f] [startSceneWithRotationIfNeed] before rotate with targetRotation=0, sensorRotation=0, currentScreenRotation=0, currentContainerRotation=0, tempRotation=, name=com.minliny.reader
07-10 15:49:58.645  1340  1340 I A0421d/WMSRotation: [a92ab1a42692cc8, d4a40b, 396800f] [rotateWindowPolicy] rotate with window policy.
07-10 15:49:58.645  1340  1340 I A0421d/WMSRotation: [a92ab1a42692cc8, d4a40b, 396800f] [rotateWindowPolicy] no need to rotate with same targetRotation.
07-10 15:49:58.645  1340  1340 W A04202/WMSMain: [a92ab1a42692cc8, d4a40b, 396800f] add failed. EntryAbility/com.minliny.reader/entry/0(persistentId: 42)(containerId: 9) already existed in array
07-10 15:49:58.645  1340  1340 I A04200/WINDOW: [a92ab1a42692cc8, d4a40b, 396800f] SCBPengLaiModeManager: isInPengLaiMode: false
07-10 15:49:58.645  1340  1340 I A04200/WINDOW: [a92ab1a42692cc8, d4a40b, 396800f] SCBSceneRecentMissionManager: add id 42 to recentMissionIdSet
07-10 15:49:58.645  1340  1340 I A04200/WINDOW: [a92ab1a42692cc8, d4a40b, 396800f] SCBSPM: Remove container id: 9, 42
07-10 15:49:58.645  1340  1340 I A01b09/RECENT: [a92ab1a42692cc8, d4a40b, 396800f] RecentDockRefreshAlarm: refresh recent dock: EntryAbility/com.minliny.reader/entry/0(persistentId: 42)(containerId: 9)
07-10 15:49:58.645  1340  1340 I A01b09/RECENT: [a92ab1a42692cc8, d4a40b, 396800f] RecentDockRefreshAlarm: start alarm recent dock: EntryAbility/com.minliny.reader/entry/0(persistentId: 42)(containerId: 9)
07-10 15:49:58.645  1340  1340 W A01b00/SCB: [a92ab1a42692cc8, d4a40b, 396800f] SCBSCS: Add count 9, 0
07-10 15:49:58.645  1340  1340 I A01b00/SCB: [a92ab1a42692cc8, d4a40b, 396800f] SCBTM: Add count 9, 0
07-10 15:49:58.645  1340  1340 W A01b00/SCB: [a92ab1a42692cc8, d4a40b, 396800f] SCBSCS: getTransitionCount from session 9, 1
07-10 15:49:58.645  1340  1340 W A01b00/SCB: [a92ab1a42692cc8, d4a40b, 396800f] SCBTM: getTransitionCount from animationMap 9, 1
07-10 15:49:58.645  1340  1340 W A01b01/HOME: [a92ab1a42692cc8, d4a40b, 396800f] SCBScenePanelAnimator: sceneContainerZoomIn
07-10 15:49:58.645  1340  1340 W A01b00/SCB: [a92ab1a42692cc8, d4a40b, 396800f] SCBTM: notifySceneTransitionIn isTransitionInFromOther: true
07-10 15:49:58.645  1340  1340 I A0001b/AA: [a92ab1a42692cc8, d4a40b, 396800f] OutSideWindowManager: globalSearchStatus: 0
07-10 15:49:58.666  1340  1340 W A01b01/HOME: [a92ab1a42692cc8, d4a40b, 396800f] SCBSceneContainer: [SCBMain] EntryAbility/reader.minliny.testpackage/entry/0(persistentId: 41)(containerId: 8) enableShow change from true to false. Detail:isPrebuildStageEnableShow:false, showInRecent:false, sceneContainerSession.enableShow:false, showInScrolling:false
07-10 15:49:58.672  1340  1340 I A04200/WINDOW: [a92ab1a42692cc8, d4a40b, 396800f] SCBSceneSession: unRegisterAll: 41.
07-10 15:49:58.673  1340  1340 I A04200/WINDOW: [a92ab1a42692cc8, d4a40b, 396800f] SCBSceneSession: nativeRefAvailability checking with active:false, refCount:0, reason:scene goto destroy.
07-10 15:49:58.673  1340  1340 I A04200/WINDOW: [a92ab1a42692cc8, d4a40b, 396800f] SCBKioskModeManager: sceneType=SCBScene41 unRegisterKioskModeChangeEvent success
07-10 15:49:58.673  1340  1340 I A04200/WINDOW: [a92ab1a42692cc8, d4a40b, 396800f] SCBSceneViewModel: release.
07-10 15:49:58.674  1340  1340 I A01c06/ICON: [a92ab1a42692cc8, d4a40b, 396800f] CompanionIcon: aboutToDisappear
07-10 15:49:58.675  1340  1340 I A01b01/HOME: [a92ab1a42692cc8, d4a40b, 396800f] SCBSceneContainer: init.
07-10 15:49:58.675  1340  1340 I A04200/WINDOW: [a92ab1a42692cc8, d4a40b, 396800f] SCBKeyboardManager: registerkeyboardGravityChangeCallbacks
07-10 15:49:58.675  1340  1340 I A04200/WINDOW: [a92ab1a42692cc8, d4a40b, 396800f] SCBKeyboardManager: registerKeyboardShowCallback
07-10 15:49:58.675  1340  1340 I A01b0a/GESTURE: [a92ab1a42692cc8, d4a40b, 396800f] SCBEventExclusiveManager: registerEventExclusive, caller:SPLIT_GESTURE
07-10 15:49:58.680  1340  1340 I A04200/WINDOW: [a92ab1a42692cc8, d4a40b, 396800f] SCBScreenSM: registerScreenRotateChangeCallbacks caller: at aboutToAppear (SCBSceneContainer.ts:1201:47)
07-10 15:49:58.680  1340  1340 I A04200/WINDOW: [a92ab1a42692cc8, d4a40b, 396800f] SCBScreenSM: registerScreenRotateChangeCallbacks screenId: 0 8
07-10 15:49:58.680  1340  1340 W A01b01/HOME: [a92ab1a42692cc8, d4a40b, 396800f] SCBSceneContainer: [SCBMain] EntryAbility/com.minliny.reader/entry/0(persistentId: 42)(containerId: 9) enableShow change from false to true. Detail:isPrebuildStageEnableShow:false, showInRecent:false, sceneContainerSession.enableShow:true, showInScrolling:false
07-10 15:49:58.683  1340  1340 I A01c06/ICON: [a92ab1a42692cc8, d4a40b, 396800f] CloseAppManager --> getIsRecentDockCombination value is false
07-10 15:49:58.683  1340  1340 I A01b01/HOME: [a92ab1a42692cc8, d4a40b, 396800f] SCBSceneContainer: issShowTransitionIconOrCard state is 0, isCombinationIcon:false
07-10 15:49:58.687  1340  1340 I A04200/WINDOW: [a92ab1a42692cc8, d4a40b, 396800f] SCBInputMethodHelper: showInSplit false
07-10 15:49:58.688  1340  1340 I A01c06/ICON: [a92ab1a42692cc8, d4a40b, 396800f] CompanionIcon: aboutToAppear
07-10 15:49:58.688  1340  1340 W A01c06/ICON: [a92ab1a42692cc8, d4a40b, 396800f] CompanionIcon: updateIcon startType: 0
07-10 15:49:58.688  1340  1340 I A01c06/ICON: [a92ab1a42692cc8, d4a40b, 396800f] CompanionIcon: aboutToAppear moduleName: undefined, bundleName: undefined, startAppType: undefined
07-10 15:49:58.700  1340  1340 I A04200/WINDOW: [a92ab1a42692cc8, d4a40b, 396800f] SCBSSM: Register func type: 23 with screenId: 0 success.
07-10 15:49:58.700  1340  1340 I A04200/WINDOW: [a92ab1a42692cc8, d4a40b, 396800f] SCBSSM: Register func type: 14 with screenId: 0 success.
07-10 15:49:58.701  1340  1340 I A04200/WINDOW: [a92ab1a42692cc8, d4a40b, 396800f] SCBSceneViewModel: init.
07-10 15:49:58.701  1340  1340 I A04200/WINDOW: [a92ab1a42692cc8, d4a40b, 396800f] SCBSceneSession: registerOnUpdateSessionIconCallback
07-10 15:49:58.701  1340  1340 W A04200/WINDOW: [a92ab1a42692cc8, d4a40b, 396800f] SCBSceneSession: registerCreateSubSessionCallback, id: 42, on panel: undefined
07-10 15:49:58.701  1340  1340 I A04200/WINDOW: [a92ab1a42692cc8, d4a40b, 396800f] SCBSceneSession: [SCBDialog] registerCreateDialogCallback
07-10 15:49:58.701  1340  1340 I A04200/WINDOW: [a92ab1a42692cc8, d4a40b, 396800f] SCBSceneSession: registerSessionTouchableChangeCallback
07-10 15:49:58.701  1340  1340 I A04200/WINDOW: [a92ab1a42692cc8, d4a40b, 396800f] SCBSceneSession: registerSessionSystemBarPropertyCallback
07-10 15:49:58.701  1340  1340 I A04200/WINDOW: [a92ab1a42692cc8, d4a40b, 396800f] SCBSceneSession: registerUpdatePiPTemplateInfoCallback, persistentId: 42
07-10 15:49:58.701  1340  1340 I A04200/WINDOW: [a92ab1a42692cc8, d4a40b, 396800f] SCBKioskModeManager: sceneType=SCBScene42 registerKioskModeChangeEvent success.
07-10 15:49:58.714  1340  1340 I A0001b/AA: [a92ab1a42692cc8, d4a40b, 396800f] OutSideWindowManager: globalSearchStatus: 0
07-10 15:49:58.716  1340  1340 I A01b01/HOME: [a92ab1a42692cc8, d4a40b, 396800f] SCBDesktop: onActive the animateScale is 0.88 return
07-10 15:49:58.716  1340  1340 I A0001b/AA: [a92ab1a42692cc8, d4a40b, 396800f] OutSideWindowManager: globalSearchStatus: 0
07-10 15:49:58.716  1340  1340 I A01b00/SCB: [a92ab1a42692cc8, d4a40b, 396800f] SCBTM: isNotSameBundleName
07-10 15:49:58.716  1340  1340 I A01b00/SCB: [a92ab1a42692cc8, d4a40b, 396800f] SCBTM: cancelCloseAppAnimate
07-10 15:49:58.716  1340  1340 I A01b00/SCB: [a92ab1a42692cc8, d4a40b, 396800f] SCBTM: cancelCloseAppAnimate, cancelCloseAppAnimateFun is empty: true
07-10 15:49:58.716  1340  1340 I A01b00/SCB: [a92ab1a42692cc8, d4a40b, 396800f] SCBTM: change currentTransitionController
07-10 15:49:58.718  1340  1340 W A01c06/ICON: [a92ab1a42692cc8, d4a40b, 396800f] AppIconCommonEvent: onInactive bundleName:reader.minliny.testpackage, [SCBTM] set icon from show to [show], caller: notifySceneTransitionIn, extra info: undefined.
07-10 15:49:58.718  1340  1340 I A01b00/SCB: [a92ab1a42692cc8, d4a40b, 396800f] SCBTM: cleanTransition isCurrentController:true, updateAnimSwipe: false
07-10 15:49:58.719  1340  1340 I A01b00/SCB: [a92ab1a42692cc8, d4a40b, 396800f] SCBSCS: [SCBSCS] scaleX from 1 to 0.035. reason: startOther, extra: EntryAbility/com.minliny.reader/entry/0(persistentId: 42)(containerId: 9)
07-10 15:49:58.719  1340  1340 I A01b00/SCB: [a92ab1a42692cc8, d4a40b, 396800f] SCBSCS: [SCBSCS] scaleY from 1 to 0.035. reason: startOther, extra: EntryAbility/com.minliny.reader/entry/0(persistentId: 42)(containerId: 9)
07-10 15:49:58.719  1340  1340 W A01b00/SCB: [a92ab1a42692cc8, d4a40b, 396800f] SCBSCS: [SCBSCS] translateY from 0 to -161.82857142857142. reason: startOther, extra: EntryAbility/com.minliny.reader/entry/0(persistentId: 42)(containerId: 9)
07-10 15:49:58.719  1340  1340 W A01b01/HOME: [a92ab1a42692cc8, d4a40b, 396800f] StartAndExitUtil: get screenStateKey: F_portrait, responseType: 1, response: 0.3
07-10 15:49:58.719  1340  1340 I A01b01/HOME: [a92ab1a42692cc8, d4a40b, 396800f] SCBScenePanelAnimator: [SCBAnimation] start animation with type ZOOM_IN param {"curve":{"__curveString":"responsive-spring-motion(0.300000,1.157000,0.000000)"}}
07-10 15:49:58.719  1340  1340 I A01b01/HOME: [a92ab1a42692cc8, d4a40b, 396800f] SCBScenePanelAnimator: [SCBAnimation] execute othercallback containerId 9, type ZOOM_IN
07-10 15:49:58.720  1340  1340 I A01b00/SCB: [a92ab1a42692cc8, d4a40b, 396800f] SCBSCS: [SCBSCS] scaleX from 0.035 to 1. reason: onTransitionInactive, extra: EntryAbility/com.minliny.reader/entry/0(persistentId: 42)(containerId: 9)
07-10 15:49:58.720  1340  1340 I A01b00/SCB: [a92ab1a42692cc8, d4a40b, 396800f] SCBSCS: [SCBSCS] scaleY from 0.035 to 1. reason: onTransitionInactive, extra: EntryAbility/com.minliny.reader/entry/0(persistentId: 42)(containerId: 9)
07-10 15:49:58.720  1340  1340 W A01b00/SCB: [a92ab1a42692cc8, d4a40b, 396800f] SCBSCS: [SCBSCS] translateY from -161.82857142857142 to 0. reason: onTransitionInactive, extra: EntryAbility/com.minliny.reader/entry/0(persistentId: 42)(containerId: 9)
07-10 15:49:58.720  1340  1340 I A04200/WINDOW: [a92ab1a42692cc8, d4a40b, 396800f] SCBSPM: onBlurTransitionActive blurScale:1 source:SCBScenePanel > sceneContainerZoomIn isForegroundBlurActive:false
07-10 15:49:58.722  1340  1340 W A01b00/SCB: [a92ab1a42692cc8, d4a40b, 396800f] SCBSCS: [SCBScenePanelViewModel] sceneAlpha from 0 to 1. reason: sceneContainerZoomIn, extra: EntryAbility/com.minliny.reader/entry/0(persistentId: 42)(containerId: 9)
07-10 15:49:58.722  1340  1340 I A01b00/SCB: [a92ab1a42692cc8, d4a40b, 396800f] SCBSCS: setMotionBlurRadius: 0.5, caller: sceneContainerZoomIn
07-10 15:49:58.722  1340  1340 W A01b01/HOME: [a92ab1a42692cc8, d4a40b, 396800f] SCBSceneContainer: checkMotionBlurEnable highestMotionBlurEnable:-1, refreshRate:120
07-10 15:49:58.722  1340  1340 I A01b00/SCB: [a92ab1a42692cc8, d4a40b, 396800f] LocalEventManager: sendLocalEvent, send local event with no receiver
07-10 15:49:58.722  1340  1340 I A01b09/RECENT: [a92ab1a42692cc8, d4a40b, 396800f] QuickSwitchRaiseTopAlarm: cancel alarm, reason: start scene from other
07-10 15:49:58.722  1340  1340 I A04200/WINDOW: [a92ab1a42692cc8, d4a40b, 396800f] [SCBMission]SCBSceneMissionManager: startSceneFromOther, to: EntryAbility/com.minliny.reader/entry/0 on screen 0
07-10 15:49:58.722  1340  1340 I A04200/WINDOW: [a92ab1a42692cc8, d4a40b, 396800f] [SCBMission]SCBSceneMissionManager: no need defer start
07-10 15:49:58.722  1340  1340 W A04200/WINDOW: [a92ab1a42692cc8, d4a40b, 396800f] [SCBMission]SCBScenePanelMissionHandler: [Screen:0][Panel:1]getMissionProcessor null, fallback to empty default
07-10 15:49:58.722  1340  1340 W A04200/WINDOW: [a92ab1a42692cc8, d4a40b, 396800f] [SCBMission]SCBScenePanelMissionHandler: [Screen:0][Panel:2]getMissionProcessor null, fallback to empty default
07-10 15:49:58.723  1340  1340 I A04200/WINDOW: [a92ab1a42692cc8, 32760c8, 206b0c3] SCBSceneSession: persistentId: 42 snapshot skip change to false!
07-10 15:49:58.723  1340  1340 I A04200/WINDOW: [a92ab1a42692cc8, 1df934c, 24a3377] SCBSceneSession: SceneOutlineParamsChangeCallbackList length:0, on scene outline params change: { enabled=false, color=4284791644, width=4vp, shape=1, isOutterLine=true, isShowOutline=false }
07-10 15:49:58.723  1340  1340 I A04200/WINDOW: [a92ab1a42692cc8, 4c045f, 2fae211] SCBSceneSession: onSessionStateChange state:4
07-10 15:49:58.723  1340  1340 I A04200/WINDOW: [a92ab1a42692cc8, 1cf8a5c, 2fae211] SCBSceneSession: onSessionStateChange state:5
07-10 15:49:58.723  1340  1340 I A04200/WINDOW: [a92ab1a42692cc8, 1cf8a5c, 2fae211] SCBScreenSM: unRegisterScreenPropertyChangeCallbacks caller: at onSessionStateChange (SCBSceneSession.ts:3157:55)screenId: undefined true null
07-10 15:49:58.723  1340  1340 I A04200/WINDOW: [a92ab1a42692cc8, 1cf8a5c, 2fae211] SCBScreenSM: recordEventFromScb
07-10 15:49:58.723  1340  1340 I A04200/WINDOW: [a92ab1a42692cc8, 1cf8a5c, 2fae211] SCBScreenSM: callbackRegisterMap callerStack: at onSessionStateChange (SCBSceneSession.ts:3157:55)
07-10 15:49:58.724  1340  1340 I A04200/WINDOW: [a92ab1a42692cc8, 1cf8a5c, 2fae211] SCBScreenSM: unRegisterScreenPropertyChangeCallbacks index:23 removed:1
07-10 15:49:58.724  1340  1340 I A04209/WMSImms: [a92ab1a42692cc8, 1cf8a5c, 2fae211] win:41 background
07-10 15:49:58.725  1340  1340 I A04200/WINDOW: [a92ab1a42692cc8, 1cf8a5c, 2fae211] SCBSSM: updateNavigationBarProperty navigationBarEnable: true
07-10 15:49:58.725  1340  1340 I A04200/WINDOW: [a92ab1a42692cc8, 1cf8a5c, 2fae211] SCBSSM: updateNavigationBarProperty 0
07-10 15:49:58.725  1340  1340 I A01b0a/GESTURE: [a92ab1a42692cc8, 1cf8a5c, 2fae211] AIBarViewModel: AIBarViewModel NavigationBarCallback true
07-10 15:49:58.725  1340  1340 I A01b0a/GESTURE: [a92ab1a42692cc8, 1cf8a5c, 2fae211] FloatingNavigationManager: checkShowFloatingNavigation swich is closed
07-10 15:49:58.726  1340  1340 I A01b0a/GESTURE: [a92ab1a42692cc8, 1cf8a5c, 2fae211] GestureDockPreferenceUtil: onSceneStateChange,isForegroud:false,bundleName:reader.minliny.testpackage,appIndex:0 sceneInfo.abilityName:EntryAbility
07-10 15:49:58.726  1340  1340 I A01b09/RECENT: [a92ab1a42692cc8, 1cf8a5c, 2fae211] RecentGestureEventManager: onSceneStateChange,isForegroud:false,bundleName:reader.minliny.testpackage abilityName:EntryAbility
07-10 15:49:58.726  1340  1340 I A01b0a/GESTURE: [a92ab1a42692cc8, 1cf8a5c, 2fae211] AIBarView: bundleName:reader.minliny.testpackage isEnterDeliver:false
07-10 15:49:58.726  1340  1340 I A04200/WINDOW: [a92ab1a42692cc8, 16cc5bd, 2fae211] SCBSSM: onShiftFocus id: 41 -> 12, displayGroupId: 0
07-10 15:49:58.726  1340  1340 I A04200/WINDOW: [a92ab1a42692cc8, 16cc5bd, 2fae211] SCBWindowFocusController: setFocusedSession, displayGroupId: 0, sessionId: 12, displayId: 0, screenId: 0
07-10 15:49:58.726  1340  1340 I A01b00/SCB: [a92ab1a42692cc8, 16cc5bd, 2fae211] ViewManagerPolicy --> 12 notifyViewGainFocus
07-10 15:49:58.726  1340  1340 I A01b0a/GESTURE: [a92ab1a42692cc8, 16cc5bd, 2fae211] SCBGestureManager: onGainFocus
07-10 15:49:58.726  1340  1340 I A01b0a/GESTURE: [a92ab1a42692cc8, 16cc5bd, 2fae211] SCBGestureManager: resetThirdAppEnable.
07-10 15:49:58.727  1340  1340 W A01b0a/GESTURE: [a92ab1a42692cc8, 16cc5bd, 2fae211] SCBGestureManager: caller is SceneBoard caller.
07-10 15:49:58.727  1340  1340 I A01b01/HOME: [a92ab1a42692cc8, 16cc5bd, 2fae211] SCBDesktop: Desktop focus
07-10 15:49:58.727  1340  1340 I A01a00/SYS_UI: [a92ab1a42692cc8, 16cc5bd, 2fae211] SystemUIView: onDeskTopChange: true
07-10 15:49:58.728  1340  1340 W A01b01/HOME: [a92ab1a42692cc8, 16cc5bd, 2fae211] ExposureManager --> handleDesktopExposureTimeStart
07-10 15:49:58.728  1340  1340 I A0001b/AA: [a92ab1a42692cc8, 16cc5bd, 2fae211] OutSideWindowManager: OutSideWindowManager
07-10 15:49:58.728  1340  1340 I A01b01/HOME: [a92ab1a42692cc8, 16cc5bd, 2fae211] GlobalSearchViewModel: onGlobalSearchStatusChange status: 0, this.searchState : 0
07-10 15:49:58.728  1340  1340 I A0ff00/SEARCH: [a92ab1a42692cc8, 16cc5bd, 2fae211] GlobalSearchPowerMonitor: desktop or negative screen gain focus
07-10 15:49:58.728  1340  1340 I A0ff00/SEARCH: [a92ab1a42692cc8, 16cc5bd, 2fae211] GlobalSearchPowerMonitor: isBlockOpen: false
07-10 15:49:58.728  1340  1340 I A01b00/SCB: TaskpoolUtil: task sequenceExecute
07-10 15:49:58.728  1340  1340 I A01b00/SCB: TaskpoolUtil: task sequenceExecute finally
07-10 15:49:58.729  1340  1340 I A04200/WINDOW: [a92ab1a42692cc8, 2694a85, d4a40b] SCBMultiWindowUtils: [SCBMultiWindowGuideUtils.preferenceFlush]: Succeeded in flushing.
07-10 15:49:58.729  1340  1340 E A01b01/HOME: [a92ab1a42692cc8, 57d85, d608b0] ResourceManager: getAppName error: {"code":9001001,"message":"GetStringById failed state"}
07-10 15:49:58.732  1340  1340 I A01b01/HOME: [a92ab1a42692cc8, 57d85, d608b0] ResourceManager: getBundleAppNameFromBms for com.minliny.reader resMgrName: Reader
07-10 15:49:58.732  1340  1340 I A01b01/HOME: [a92ab1a42692cc8, 57d85, d608b0] ResourceManager: setBundleAppNameCache cacheKey:com.minliny.reader, value: Reader
07-10 15:49:58.732  1340  1340 W A01b01/HOME: [a92ab1a42692cc8, 57d85, d608b0] ResourceManager: get appName by bundle, appname is Reader
07-10 15:49:58.732  1340  1340 I A04200/WINDOW: [a92ab1a42692cc8, fcc9c1, 57d85] SCBSSM: [SCBMain] get app name: Reader
07-10 15:49:58.732  1340  1340 I A04200/WINDOW: [a92ab1a42692cc8, fcc9c1, 57d85] SCBSSM: [SCBMain]setLabel, label:Reader
07-10 15:49:58.737  1340  1340 I A01b0a/GESTURE: AIBarView: checkShowAiBar
07-10 15:49:58.737  1340  1340 W A01b0a/GESTURE: AIBarViewModel: navbar disappearance isShowingAiBar is change to true, aiBarShowStatus: 7
07-10 15:49:58.737  1340  1340 I A01b0a/GESTURE: AIBarViewModel: notifyAiBarShowStatus：curHaveAvoid: true, aiBarHotAreaRect: [left:416, right:864, top:2734, bottom:2832], screenId: 0
07-10 15:49:58.737  1340  1340 I A01b0a/GESTURE: AIBarViewModel: send msg GESTURE_NAV_BAR_EVENT 1#444,2793.5,836,2811
07-10 15:49:58.737  1340  1340 I A04200/WINDOW: SCBSSM: notifyAINavigationBarShowStatus: isVisible true barArea {"left":416,"top":2734,"right":864,"bottom":2832,"height":0,"width":0} screenId 0
07-10 15:49:58.743  1340  1340 I A04200/WINDOW: SCBSSM: notifyAINavigationBarShowStatus: screenId 0
07-10 15:49:58.746  1340  1340 I A01b0a/GESTURE: aiBarViewData: powerMode:600 thermalLevel:0 isEnterDeliver:false
07-10 15:49:58.751  1340  1340 I A01b00/SCB: CommonEventManagerA: publishCommentEvent complete:GESTURE_NAV_BAR_EVENT
